Time,Download Rate,Buffer Length,Bitrate,Effective Bitrate
00:00,10.681857519788919,3.335,12.084912,3.831504
00:01,64.6983180940116,6.272,12.084912,2.494864
00:02,61.758233518665605,9.209,12.084912,1.287832
00:03,68.01279782903663,12.272,12.084912,6.695848
00:04,44.96961027837259,19.35,12.084912,30.04524
00:05,53.05048128342246,22.286,12.084912,28.284024
00:06,71.34968472906404,29.225,12.084912,21.120264
00:07,69.52670414993307,32.319,12.084912,30.864056
00:08,69.52670414993307,31.365,12.084912,22.754288
00:09,69.52670414993307,30.303,12.084912,19.128824
00:10,69.52670414993307,29.239,12.084912,15.115592
00:11,69.52670414993307,28.178,12.084912,20.96424
00:12,5.693503818459524,31.382,12.084912,12.586928
00:13,5.693503818459524,30.319,12.084912,11.21416
00:14,5.693503818459524,29.257,12.084912,10.6718
00:15,8.02132090711401,32.194,12.084912,16.399496
00:16,8.02132090711401,31.397,12.084912,6.777656
00:17,8.02132090711401,30.335,12.084912,6.786952
00:18,8.02132090711401,29.272,12.084912,7.461576
00:19,9.13423326959847,32.21,12.084912,10.920056
00:20,9.13423326959847,31.413,12.084912,3.861408
00:21,9.13423326959847,30.346,12.084912,3.906696
00:22,9.13423326959847,29.288,12.084912,4.776344
00:23,9.13423326959847,28.225,12.084912,5.507656
00:24,11.018671647366455,31.207,12.084912,10.589592
00:25,11.018671647366455,30.366,12.084912,1.711488
00:26,11.018671647366455,29.303,12.084912,1.079328
00:27,11.018671647366455,28.236,12.084912,29.244976
00:28,17.11594603074992,31.178,12.084912,13.788032
00:29,17.11594603074992,30.381,12.084912,12.2876
00:30,17.11594603074992,29.313,12.084912,13.305456
00:31,6.814933179056986,32.223,12.084912,22.340688
00:32,6.814933179056986,31.193,12.084912,10.264608
00:33,6.814933179056986,30.395,12.084912,11.200608
00:34,6.814933179056986,29.335,12.084912,12.76612
00:35,9.052914232730645,32.241,12.084912,22.950152
00:36,9.052914232730645,31.205,12.084912,10.039288
00:37,9.052914232730645,30.413,12.084912,10.265968
00:38,9.052914232730645,29.35,12.084912,10.484264
00:39,15.79421743810549,32.272,12.084912,14.563416
00:40,15.79421743810549,31.225,12.084912,5.014304
00:41,15.79421743810549,30.428,12.084912,4.840912
00:42,15.79421743810549,29.35,12.084912,5.186152
00:43,15.79421743810549,28.288,12.084912,10.579592
00:44,9.838832052689352,31.225,12.084912,4.90444
00:45,9.838832052689352,30.428,12.084912,4.832936
00:46,9.838832052689352,29.35,12.084912,6.323784
00:47,9.838832052689352,28.288,12.084912,11.200048
00:48,14.15526468344775,31.225,12.084912,9.31896
00:49,14.15526468344775,30.428,12.084912,8.799888
00:50,14.15526468344775,29.349,12.084912,8.96904
00:51,14.15526468344775,28.288,12.084912,14.362984
00:52,22.982454545454544,31.225,12.084912,14.463224
00:53,22.982454545454544,30.424,12.084912,15.65152
00:54,22.982454545454544,29.344,12.084912,11.917696
00:55,11.300749124225277,32.202,12.084912,15.847248
00:56,11.300749124225277,31.222,12.084912,10.769848
00:57,11.300749124225277,30.425,12.084912,9.349328
00:58,11.300749124225277,29.366,12.084912,12.864488
00:59,4.855240858265337,32.303,12.084912,19.93544
01:00,4.855240858265337,31.237,12.084912,5.337416
01:01,4.855240858265337,30.179,12.084912,2.267256
01:02,4.855240858265337,29.382,12.084912,4.81132
01:03,8.526199344875995,32.316,12.084912,6.326448
01:04,8.526199344875995,31.257,12.084912,7.879664
01:05,8.526199344875995,30.194,12.084912,11.0286
01:06,8.526199344875995,29.394,12.084912,8.787576
01:07,4.020002772002772,32.298,12.084912,19.559512
01:08,4.020002772002772,31.272,12.084912,5.035832
01:09,4.020002772002772,30.205,12.084912,11.758456
01:10,4.020002772002772,29.408,12.084912,15.856792
01:11,7.331890909090909,32.35,12.084912,19.426744
01:12,7.331890909090909,31.286,12.084912,14.900256
01:13,7.331890909090909,30.215,12.084912,13.091944
01:14,7.331890909090909,29.419,12.084912,2.605608
01:15,7.331890909090909,28.35,12.084912,22.557792
01:16,12.375520898315658,31.28,12.084912,4.719736
01:17,12.375520898315658,30.225,12.084912,8.301904
01:18,12.375520898315658,29.428,12.084912,15.54108
01:19,12.375520898315658,28.335,12.084912,24.946272
01:20,14.058361287053458,31.265,12.084912,19.47588
01:21,14.058361287053458,30.201,12.084912,24.32384
01:22,14.058361287053458,29.412,12.084912,24.391792
01:23,11.257784434340733,32.21,12.084912,24.266584
01:24,11.257784434340733,31.225,12.084912,11.665112
01:25,11.257784434340733,30.423,12.084912,9.113816
01:26,11.257784434340733,29.347,12.084912,8.012696
01:27,11.257784434340733,28.251,12.084912,9.768
01:28,11.741499589827727,31.194,12.084912,1.69016
01:29,11.741499589827727,30.382,12.084912,1.528864
01:30,11.741499589827727,29.302,12.084912,3.76592
01:31,11.741499589827727,28.221,12.084912,10.134792
01:32,24.983689939527213,31.42,12.084912,3.117992
01:33,24.983689939527213,30.317,12.084912,9.133096
01:34,24.983689939527213,29.256,12.084912,9.686296
01:35,24.983689939527213,28.192,12.084912,14.680056
01:36,16.379927918516582,31.382,12.084912,2.07168
01:37,16.379927918516582,30.316,12.084912,2.204392
01:38,16.379927918516582,29.243,12.084912,2.521776
01:39,16.379927918516582,28.177,12.084912,12.159176
01:40,10.542918121465453,31.366,12.084912,7.770128
01:41,10.542918121465453,30.302,12.084912,4.992872
01:42,10.542918121465453,29.204,12.084912,2.670096
01:43,10.542918121465453,28.401,12.084912,15.887624
01:44,10.961032709113608,31.309,12.084912,11.735184
01:45,10.961032709113608,30.243,12.084912,21.346416
